row_type,record_id,split,scenario,seed,threshold,metric,value,detail
calibration_threshold_seed,t0.75-s202607154107,calibration,all_registered_development,202607154107,0.75,absolute_catastrophic_reduction,0.00013224283854166666,"{""absolute_catastrophic_reduction"": 0.00013224283854166666, ""avoided_failure_count"": 17, ""avoided_failure_rate"": 0.00017293294270833334, ""decisions"": 98304, ""fallback_count"": 34, ""fallback_precision_for_avoided_failure"": 0.5, ""fallback_rate"": 0.0003458658854166667, ""gated_failure_count"": 4548, ""gated_failure_rate"": 0.0462646484375, ""induced_failure_count"": 4, ""induced_failure_rate"": 4.0690104166666664e-05, ""net_avoidable_opportunity_fraction"": 0.000213623046875, ""primary_failure_count"": 4561, ""primary_failure_rate"": 0.046396891276041664, ""relative_catastrophic_reduction"": 0.0028502521376891033, ""seed"": 202607154107, ""selected_without_benefit_count"": 17, ""selected_without_benefit_rate"": 0.00017293294270833334, ""static_failure_count"": 7385, ""static_failure_rate"": 0.07512410481770833, ""threshold"": 0.75, ""unnecessary_fallback_count"": 4, ""unnecessary_fallback_rate"": 4.0690104166666664e-05}"
calibration_threshold_seed,t0.75-s202607154108,calibration,all_registered_development,202607154108,0.75,absolute_catastrophic_reduction,9.1552734375e-05,"{""absolute_catastrophic_reduction"": 9.1552734375e-05, ""avoided_failure_count"": 16, ""avoided_failure_rate"": 0.00016276041666666666, ""decisions"": 98304, ""fallback_count"": 33, ""fallback_precision_for_avoided_failure"": 0.48484848484848486, ""fallback_rate"": 0.000335693359375, ""gated_failure_count"": 4663, ""gated_failure_rate"": 0.047434488932291664, ""induced_failure_count"": 7, ""induced_failure_rate"": 7.120768229166667e-05, ""net_avoidable_opportunity_fraction"": 0.00023396809895833334, ""primary_failure_count"": 4672, ""primary_failure_rate"": 0.047526041666666664, ""relative_catastrophic_reduction"": 0.0019263698630136985, ""seed"": 202607154108, ""selected_without_benefit_count"": 17, ""selected_without_benefit_rate"": 0.00017293294270833334, ""static_failure_count"": 7200, ""static_failure_rate"": 0.0732421875, ""threshold"": 0.75, ""unnecessary_fallback_count"": 7, ""unnecessary_fallback_rate"": 7.120768229166667e-05}"
calibration_threshold_seed,t0.775-s202607154101,calibration,all_registered_development,202607154101,0.775,absolute_catastrophic_reduction,0.0002644856770833333,"{""absolute_catastrophic_reduction"": 0.0002644856770833333, ""avoided_failure_count"": 40, ""avoided_failure_rate"": 0.0004069010416666667, ""decisions"": 98304, ""fallback_count"": 69, ""fallback_precision_for_avoided_failure"": 0.5797101449275363, ""fallback_rate"": 0.000701904296875, ""gated_failure_count"": 4669, ""gated_failure_rate"": 0.047495524088541664, ""induced_failure_count"": 14, ""induced_failure_rate"": 0.00014241536458333334, ""net_avoidable_opportunity_fraction"": 0.00054931640625, ""primary_failure_count"": 4695, ""primary_failure_rate"": 0.047760009765625, ""relative_catastrophic_reduction"": 0.005537806176783813, ""seed"": 202607154101, ""selected_without_benefit_count"": 29, ""selected_without_benefit_rate"": 0.0002950032552083333, ""static_failure_count"": 7372, ""static_failure_rate"": 0.07499186197916667, ""threshold"": 0.775, ""unnecessary_fallback_count"": 14, ""unnecessary_fallback_rate"": 0.00014241536458333334}"
calibration_threshold_seed,t0.775-s202607154102,calibration,all_registered_development,202607154102,0.775,absolute_catastrophic_reduction,3.0517578125e-05,"{""absolute_catastrophic_reduction"": 3.0517578125e-05, ""avoided_failure_count"": 15, ""avoided_failure_rate"": 0.000152587890625, ""decisions"": 98304, ""fallback_count"": 41, ""fallback_precision_for_avoided_failure"": 0.36585365853658536, ""fallback_rate"": 0.0004170735677083333, ""gated_failure_count"": 5344, ""gated_failure_rate"": 0.054361979166666664, ""induced_failure_count"": 12, ""induced_failure_rate"": 0.0001220703125, ""net_avoidable_opportunity_fraction"": 0.000274658203125, ""primary_failure_count"": 5347, ""primary_failure_rate"": 0.054392496744791664, ""relative_catastrophic_reduction"": 0.0005610622779128483, ""seed"": 202607154102, ""selected_without_benefit_count"": 26, ""selected_without_benefit_rate"": 0.0002644856770833333, ""static_failure_count"": 7533, ""static_failure_rate"": 0.076629638671875, ""threshold"": 0.775, ""unnecessary_fallback_count"": 12, ""unnecessary_fallback_rate"": 0.0001220703125}"
calibration_threshold_seed,t0.775-s202607154103,calibration,all_registered_development,202607154103,0.775,absolute_catastrophic_reduction,0.0008544921875,"{""absolute_catastrophic_reduction"": 0.0008544921875, ""avoided_failure_count"": 91, ""avoided_failure_rate"": 0.0009256998697916666, ""decisions"": 98304, ""fallback_count"": 113, ""fallback_precision_for_avoided_failure"": 0.8053097345132744, ""fallback_rate"": 0.0011494954427083333, ""gated_failure_count"": 5159, ""gated_failure_rate"": 0.052480061848958336, ""induced_failure_count"": 7, ""induced_failure_rate"": 7.120768229166667e-05, ""net_avoidable_opportunity_fraction"": 0.0009969075520833333, ""primary_failure_count"": 5243, ""primary_failure_rate"": 0.053334554036458336, ""relative_catastrophic_reduction"": 0.01602136181575434, ""seed"": 202607154103, ""selected_without_benefit_count"": 22, ""selected_without_benefit_rate"": 0.00022379557291666666, ""static_failure_count"": 7305, ""static_failure_rate"": 0.074310302734375, ""threshold"": 0.775, ""unnecessary_fallback_count"": 7, ""unnecessary_fallback_rate"": 7.120768229166667e-05}"
calibration_threshold_seed,t0.775-s202607154104,calibration,all_registered_development,202607154104,0.775,absolute_catastrophic_reduction,0.00018310546875,"{""absolute_catastrophic_reduction"": 0.00018310546875, ""avoided_failure_count"": 23, ""avoided_failure_rate"": 0.00023396809895833334, ""decisions"": 98304, ""fallback_count"": 41, ""fallback_precision_for_avoided_failure"": 0.5609756097560976, ""fallback_rate"": 0.0004170735677083333, ""gated_failure_count"": 4183, ""gated_failure_rate"": 0.042551676432291664, ""induced_failure_count"": 5, ""induced_failure_rate"": 5.0862630208333336e-05, ""net_avoidable_opportunity_fraction"": 0.0002848307291666667, ""primary_failure_count"": 4201, ""primary_failure_rate"": 0.042734781901041664, ""relative_catastrophic_reduction"": 0.0042846941204475126, ""seed"": 202607154104, ""selected_without_benefit_count"": 18, ""selected_without_benefit_rate"": 0.00018310546875, ""static_failure_count"": 7397, ""static_failure_rate"": 0.07524617513020833, ""threshold"": 0.775, ""unnecessary_fallback_count"": 5, ""unnecessary_fallback_rate"": 5.0862630208333336e-05}"
calibration_threshold_seed,t0.775-s202607154105,calibration,all_registered_development,202607154105,0.775,absolute_catastrophic_reduction,0.0004069010416666667,"{""absolute_catastrophic_reduction"": 0.0004069010416666667, ""avoided_failure_count"": 52, ""avoided_failure_rate"": 0.0005289713541666666, ""decisions"": 98304, ""fallback_count"": 83, ""fallback_precision_for_avoided_failure"": 0.6265060240963856, ""fallback_rate"": 0.0008443196614583334, ""gated_failure_count"": 5283, ""gated_failure_rate"": 0.053741455078125, ""induced_failure_count"": 12, ""induced_failure_rate"": 0.0001220703125, ""net_avoidable_opportunity_fraction"": 0.0006510416666666666, ""primary_failure_count"": 5323, ""primary_failure_rate"": 0.054148356119791664, ""relative_catastrophic_reduction"": 0.007514559458951719, ""seed"": 202607154105, ""selected_without_benefit_count"": 31, ""selected_without_benefit_rate"": 0.0003153483072916667, ""static_failure_count"": 7273, ""static_failure_rate"": 0.07398478190104167, ""threshold"": 0.775, ""unnecessary_fallback_count"": 12, ""unnecessary_fallback_rate"": 0.0001220703125}"
calibration_threshold_seed,t0.775-s202607154106,calibration,all_registered_development,202607154106,0.775,absolute_catastrophic_reduction,0.0001220703125,"{""absolute_catastrophic_reduction"": 0.0001220703125, ""avoided_failure_count"": 27, ""avoided_failure_rate"": 0.000274658203125, ""decisions"": 98304, ""fallback_count"": 55, ""fallback_precision_for_avoided_failure"": 0.4909090909090909, ""fallback_rate"": 0.0005594889322916666, ""gated_failure_count"": 5542, ""gated_failure_rate"": 0.056376139322916664, ""induced_failure_count"": 15, ""induced_failure_rate"": 0.000152587890625, ""net_avoidable_opportunity_fraction"": 0.00042724609375, ""primary_failure_count"": 5554, ""primary_failure_rate"": 0.056498209635416664, ""relative_catastrophic_reduction"": 0.0021606049693914295, ""seed"": 202607154106, ""selected_without_benefit_count"": 28, ""selected_without_benefit_rate"": 0.0002848307291666667, ""static_failure_count"": 7413, ""static_failure_rate"": 0.075408935546875, ""threshold"": 0.775, ""unnecessary_fallback_count"": 15, ""unnecessary_fallback_rate"": 0.000152587890625}"
calibration_threshold_seed,t0.775-s202607154107,calibration,all_registered_development,202607154107,0.775,absolute_catastrophic_reduction,0.00013224283854166666,"{""absolute_catastrophic_reduction"": 0.00013224283854166666, ""avoided_failure_count"": 17, ""avoided_failure_rate"": 0.00017293294270833334, ""decisions"": 98304, ""fallback_count"": 34, ""fallback_precision_for_avoided_failure"": 0.5, ""fallback_rate"": 0.0003458658854166667, ""gated_failure_count"": 4548, ""gated_failure_rate"": 0.0462646484375, ""induced_failure_count"": 4, ""induced_failure_rate"": 4.0690104166666664e-05, ""net_avoidable_opportunity_fraction"": 0.000213623046875, ""primary_failure_count"": 4561, ""primary_failure_rate"": 0.046396891276041664, ""relative_catastrophic_reduction"": 0.0028502521376891033, ""seed"": 202607154107, ""selected_without_benefit_count"": 17, ""selected_without_benefit_rate"": 0.00017293294270833334, ""static_failure_count"": 7385, ""static_failure_rate"": 0.07512410481770833, ""threshold"": 0.775, ""unnecessary_fallback_count"": 4, ""unnecessary_fallback_rate"": 4.0690104166666664e-05}"
calibration_threshold_seed,t0.775-s202607154108,calibration,all_registered_development,202607154108,0.775,absolute_catastrophic_reduction,9.1552734375e-05,"{""absolute_catastrophic_reduction"": 9.1552734375e-05, ""avoided_failure_count"": 16, ""avoided_failure_rate"": 0.00016276041666666666, ""decisions"": 98304, ""fallback_count"": 33, ""fallback_precision_for_avoided_failure"": 0.48484848484848486, ""fallback_rate"": 0.000335693359375, ""gated_failure_count"": 4663, ""gated_failure_rate"": 0.047434488932291664, ""induced_failure_count"": 7, ""induced_failure_rate"": 7.120768229166667e-05, ""net_avoidable_opportunity_fraction"": 0.00023396809895833334, ""primary_failure_count"": 4672, ""primary_failure_rate"": 0.047526041666666664, ""relative_catastrophic_reduction"": 0.0019263698630136985, ""seed"": 202607154108, ""selected_without_benefit_count"": 17, ""selected_without_benefit_rate"": 0.00017293294270833334, ""static_failure_count"": 7200, ""static_failure_rate"": 0.0732421875, ""threshold"": 0.775, ""unnecessary_fallback_count"": 7, ""unnecessary_fallback_rate"": 7.120768229166667e-05}"
calibration_threshold_seed,t0.8-s202607154101,calibration,all_registered_development,202607154101,0.8,absolute_catastrophic_reduction,0.0002644856770833333,"{""absolute_catastrophic_reduction"": 0.0002644856770833333, ""avoided_failure_count"": 40, ""avoided_failure_rate"": 0.0004069010416666667, ""decisions"": 98304, ""fallback_count"": 69, ""fallback_precision_for_avoided_failure"": 0.5797101449275363, ""fallback_rate"": 0.000701904296875, ""gated_failure_count"": 4669, ""gated_failure_rate"": 0.047495524088541664, ""induced_failure_count"": 14, ""induced_failure_rate"": 0.00014241536458333334, ""net_avoidable_opportunity_fraction"": 0.00054931640625, ""primary_failure_count"": 4695, ""primary_failure_rate"": 0.047760009765625, ""relative_catastrophic_reduction"": 0.005537806176783813, ""seed"": 202607154101, ""selected_without_benefit_count"": 29, ""selected_without_benefit_rate"": 0.0002950032552083333, ""static_failure_count"": 7372, ""static_failure_rate"": 0.07499186197916667, ""threshold"": 0.8, ""unnecessary_fallback_count"": 14, ""unnecessary_fallback_rate"": 0.00014241536458333334}"
calibration_threshold_seed,t0.8-s202607154102,calibration,all_registered_development,202607154102,0.8,absolute_catastrophic_reduction,3.0517578125e-05,"{""absolute_catastrophic_reduction"": 3.0517578125e-05, ""avoided_failure_count"": 15, ""avoided_failure_rate"": 0.000152587890625, ""decisions"": 98304, ""fallback_count"": 41, ""fallback_precision_for_avoided_failure"": 0.36585365853658536, ""fallback_rate"": 0.0004170735677083333, ""gated_failure_count"": 5344, ""gated_failure_rate"": 0.054361979166666664, ""induced_failure_count"": 12, ""induced_failure_rate"": 0.0001220703125, ""net_avoidable_opportunity_fraction"": 0.000274658203125, ""primary_failure_count"": 5347, ""primary_failure_rate"": 0.054392496744791664, ""relative_catastrophic_reduction"": 0.0005610622779128483, ""seed"": 202607154102, ""selected_without_benefit_count"": 26, ""selected_without_benefit_rate"": 0.0002644856770833333, ""static_failure_count"": 7533, ""static_failure_rate"": 0.076629638671875, ""threshold"": 0.8, ""unnecessary_fallback_count"": 12, ""unnecessary_fallback_rate"": 0.0001220703125}"
calibration_threshold_seed,t0.8-s202607154103,calibration,all_registered_development,202607154103,0.8,absolute_catastrophic_reduction,0.0008544921875,"{""absolute_catastrophic_reduction"": 0.0008544921875, ""avoided_failure_count"": 91, ""avoided_failure_rate"": 0.0009256998697916666, ""decisions"": 98304, ""fallback_count"": 113, ""fallback_precision_for_avoided_failure"": 0.8053097345132744, ""fallback_rate"": 0.0011494954427083333, ""gated_failure_count"": 5159, ""gated_failure_rate"": 0.052480061848958336, ""induced_failure_count"": 7, ""induced_failure_rate"": 7.120768229166667e-05, ""net_avoidable_opportunity_fraction"": 0.0009969075520833333, ""primary_failure_count"": 5243, ""primary_failure_rate"": 0.053334554036458336, ""relative_catastrophic_reduction"": 0.01602136181575434, ""seed"": 202607154103, ""selected_without_benefit_count"": 22, ""selected_without_benefit_rate"": 0.00022379557291666666, ""static_failure_count"": 7305, ""static_failure_rate"": 0.074310302734375, ""threshold"": 0.8, ""unnecessary_fallback_count"": 7, ""unnecessary_fallback_rate"": 7.120768229166667e-05}"
calibration_threshold_seed,t0.8-s202607154104,calibration,all_registered_development,202607154104,0.8,absolute_catastrophic_reduction,0.00018310546875,"{""absolute_catastrophic_reduction"": 0.00018310546875, ""avoided_failure_count"": 23, ""avoided_failure_rate"": 0.00023396809895833334, ""decisions"": 98304, ""fallback_count"": 41, ""fallback_precision_for_avoided_failure"": 0.5609756097560976, ""fallback_rate"": 0.0004170735677083333, ""gated_failure_count"": 4183, ""gated_failure_rate"": 0.042551676432291664, ""induced_failure_count"": 5, ""induced_failure_rate"": 5.0862630208333336e-05, ""net_avoidable_opportunity_fraction"": 0.0002848307291666667, ""primary_failure_count"": 4201, ""primary_failure_rate"": 0.042734781901041664, ""relative_catastrophic_reduction"": 0.0042846941204475126, ""seed"": 202607154104, ""selected_without_benefit_count"": 18, ""selected_without_benefit_rate"": 0.00018310546875, ""static_failure_count"": 7397, ""static_failure_rate"": 0.07524617513020833, ""threshold"": 0.8, ""unnecessary_fallback_count"": 5, ""unnecessary_fallback_rate"": 5.0862630208333336e-05}"
calibration_threshold_seed,t0.8-s202607154105,calibration,all_registered_development,202607154105,0.8,absolute_catastrophic_reduction,0.0004069010416666667,"{""absolute_catastrophic_reduction"": 0.0004069010416666667, ""avoided_failure_count"": 52, ""avoided_failure_rate"": 0.0005289713541666666, ""decisions"": 98304, ""fallback_count"": 83, ""fallback_precision_for_avoided_failure"": 0.6265060240963856, ""fallback_rate"": 0.0008443196614583334, ""gated_failure_count"": 5283, ""gated_failure_rate"": 0.053741455078125, ""induced_failure_count"": 12, ""induced_failure_rate"": 0.0001220703125, ""net_avoidable_opportunity_fraction"": 0.0006510416666666666, ""primary_failure_count"": 5323, ""primary_failure_rate"": 0.054148356119791664, ""relative_catastrophic_reduction"": 0.007514559458951719, ""seed"": 202607154105, ""selected_without_benefit_count"": 31, ""selected_without_benefit_rate"": 0.0003153483072916667, ""static_failure_count"": 7273, ""static_failure_rate"": 0.07398478190104167, ""threshold"": 0.8, ""unnecessary_fallback_count"": 12, ""unnecessary_fallback_rate"": 0.0001220703125}"
